facility_key,owner_key,phone,program_category,inspection_type,action_code,result_code,facility_name,site_address,city,state,zip,owner_name,nature_of_business,street_number,street_name,street_type,post_directional,program_category_description,inspection_date,inspection_desc,serial_num,action_desc,result_desc,violation_code,violation_desc,inspection_memo,not_masked,sampid,sampsize
84332,10281,5058311571.0,406,,11,3,mcdonalds 32613,150 98th st nw ,albuquerque,nm,87121,lpg enterprises inc,restaurant,150,98th,st,nw,food service establishment,2020-11-24 00:00:00,covid response,daioqxzfg,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,2,5
128016,113230,,406,,35,3,wendys,4800 menaul blvd ne,albuquerque,nm,87110,wen new mexico llc,,4800,menaul,blvd,ne,food service establishment,2020-11-19 00:00:00,covid response,dahl7snrk,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,2,5
127577,112987,5058981671.0,406,,35,3,firehouse subs,3707 ellison rd nw ste i,albuquerque,nm,87114,lucaba 751 llc,,3707,ellison,rd,nw,food service establishment,2021-02-18 00:00:00,covid response,da6dr5wa0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,2,5
24006,22167,5054899865.0,406,,11,3,bandido hideout inc.,2128 central av se ,albuquerque,nm,87106,leopoldo nunez,food service,2128,central,av,se,food service establishment,2020-11-30 00:00:00,covid response,dacetjite,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,2,5
21367,19642,9153321301.0,607,,11,3,dk #709,2120 broadway blvd se ,albuquerque,nm,87102,scs beverage inc,retailer,2120,broadway,blvd,se,retail - self service & prepackage foods,2021-01-27 00:00:00,covid response,dawce0omo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,2,5
66235,60910,5052489800.0,406,,35,3,grove cafe and market the,600 central av se ste a,albuquerque,nm,87102,greene sky llc,restaurant,600,central,av,se,food service establishment,2021-01-05 00:00:00,covid response,da1xpas22,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,3,5
64031,58917,5052469900.0,406,,11,3,tucanos brazilian grill,110 central av sw ,albuquerque,nm,87102,tucanos nm llc,restaurant,110,central,av,sw,food service establishment,2020-12-08 00:00:00,covid response,daa6mxrzw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,3,5
126667,112452,5059246330.0,409,,11,3,bernalillo academy,1801 randolph rd se,albuquerque,nm,87106,sequel of new mexico,,1801,randolph,rd,se,non school,2021-02-02 00:00:00,covid response,dav3l0quu,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,3,5
126743,112485,5058901455.0,406,,11,3,toltec brewing llc,10250 cottonwood park nw,albuquerque,nm,87114,toltec brewing llc,,10250,cottonwood park,,nw,food service establishment,2021-01-22 00:00:00,covid response,dahitq0ve,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,3,5
127470,112917,5058986280.0,411,,11,3,vara,315 alameda blvd ne,albuquerque,nm,87113,vara llc,,315,alameda,blvd,ne,food processor ii,2021-02-26 00:00:00,covid response,dacqand67,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,3,5
128436,113603,5054926626.0,406,,11,3,chipotle mexican grill,4331 san mateo blvd ne,albuquerque,nm,87110,chipotle mexican grill of colorado,,4331,san mateo,blvd,ne,food service establishment,2021-01-29 00:00:00,covid response,dag99rsb9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,4,5
5500,4657,5052934297.0,406,,35,3,china inn,9500 montgomery blvd ne ste 4,albuquerque,nm,87111,china inn,restaurant,9500,montgomery,blvd,ne,food service establishment,2021-03-15 00:00:00,covid response,daw22yq3k,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,4,5
101786,91599,5052925338.0,406,,35,3,burger king 17841,200 eubank blvd se ste b,albuquerque,nm,87111,m and m brothers inc,,200,eubank,blvd,se,food service establishment,2020-11-23 00:00:00,covid response,datutzthi,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,4,5
125299,111744,5056202498.0,406,,11,3,china luck,7900 san pedro dr ne ste a1,albuquerque,nm,87109,good china llc,,7900,san pedro,dr,ne,food service establishment,2021-01-13 00:00:00,covid response,dat1zb75o,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,4,5
127278,112798,5052671111.0,606,,35,3,animal park & ride,10000 coors blvd nw ste llao5,albuquerque,nm,87114,david f lopez,,10000,coors,blvd,nw,retail - prepackage only,2021-01-11 00:00:00,covid response,dat0cabuo,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,4,5
97173,87697,5052698528.0,406,,11,3,holy cow llc,700 central av se,albuquerque,nm,87102,holy cow llc,,700,central,av,se,food service establishment,2021-02-02 00:00:00,covid response,daong2qgx,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,5,5
16077,14614,5058439500.0,406,,11,3,rio grande inn,1015 rio grande blvd nw ,albuquerque,nm,87104,rio grande inn ltd. company,bar/pools,1015,rio grande,blvd,nw,food service establishment,2021-02-04 00:00:00,covid response,dawzulu1o,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,5,5
74273,68000,5058993333.0,406,,35,3,edible arrangements,6001 winterhaven rd nw ,albuquerque,nm,87120,edible arrangements,fruit bouquets,6001,winterhaven,rd,nw,food service establishment,2021-01-19 00:00:00,covid response,danpcjt0z,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,5,5
127393,112881,5059487796.0,406,,35,3,wienerschnitzel,2929 carlisle blvd ne,albuquerque,nm,87110,carlisle hd llc,,2929,carlisle,blvd,ne,food service establishment,2021-03-01 00:00:00,covid response,danjdshg0,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,5,5
19161,17547,5013765200.0,606,,11,3,dillards,10000 coors bypass blvd nw ,albuquerque,nm,87114,condev wes 5 inc,retail store,10000,coors bypass,blvd,nw,retail - prepackage only,2020-11-21 00:00:00,covid response,dalhnnt0e,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,5,5
126749,112491,5054598171.0,406,,11,3,taco cabana,3801 7 bar loop rd nw,albuquerque,nm,87114,tms enterprises limited partnership,,3801,7 bar loop,rd,nw,food service establishment,2021-02-18 00:00:00,covid response,daoh0xdiw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,6,5
126438,112304,5053471913.0,406,,35,3,leona banh mi,3250 coors blvd nw ste h,albuquerque,nm,87120,phan dinh phung ventures llc,,3250,coors,blvd,nw,food service establishment,2020-11-10 00:00:00,covid response,dal7euqmr,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,6,5
127834,113115,5052431881.0,406,,11,3,grandmas diner llc,2500 broadway blvd se,albuquerque,nm,87102,brenda keiser,,2500,broadway,blvd,se,food service establishment,2020-12-14 00:00:00,covid response,dajgqoghc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,6,5
96197,9120,5053445223.0,402,,11,3,learning tree academy,3615 candelaria rd ne,albuquerque,nm,87110,irene aragon,,3615,candelaria,rd,ne,childcare,2021-02-05 00:00:00,covid response,day1fui7l,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,6,5
128367,113536,,406,,11,3,thai sala thai cuisine,102 richmond dr ne,albuquerque,nm,87106,pitak pitakkan,,102,richmond,dr,ne,food service establishment,2021-01-04 00:00:00,covid response,dayjtzlh9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,6,5
127224,112755,5055391203.0,606,,35,3,family dollar,1400 gibson blvd se,albuquerque,nm,87106,family dollar stores of nm,,1400,gibson,blvd,se,retail - prepackage only,2021-02-18 00:00:00,covid response,daez8lvmf,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,7,5
128085,113287,5058226365.0,606,,11,3,world wide tavern dba stone face package,8201 san pedro ne,albuquerque,nm,87113,world wide tavern dba stone face package,,8201,san pedro,,ne,retail - prepackage only,2021-01-27 00:00:00,covid response,danysmgni,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,7,5
106533,95593,5057970850.0,407,,35,3,comfort inn,5251 san antonio blvd ne,albuquerque,nm,87107,quality suites,,5251,san antonio,blvd,ne,limited menu,2020-12-31 00:00:00,covid response,dartu5tbr,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,7,5
288,21,,606,,11,3,walgreens 00023,5001 montgomery blvd ne ,albuquerque,nm,87112,walgreens co,walgreen's co.,5001,montgomery,blvd,ne,retail - prepackage only,2020-11-03 00:00:00,covid response,dascnbp3l,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,7,5
121411,108298,5053637261.0,406,,35,3,slice parlor,9904 montgomery blvd ne,albuquerque,nm,87111,slice parlor 5150 llc,,9904,montgomery,blvd,ne,food service establishment,2020-12-21 00:00:00,covid response,da4jgwhk1,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,7,5
115372,103185,5057501331.0,406,,35,3,dickeys barbecue,4320 the 25 wy ne ste 650,albuquerque,nm,87109,sp associates llc,,4320,the 25,wy,ne,food service establishment,2021-01-21 00:00:00,covid response,da60q54b6,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,8,5
118995,106277,,406,,35,3,sticky rice,7600 jefferson st ne ste 5,albuquerque,nm,87109,panturad  llc,,7600,jefferson,st,ne,food service establishment,2021-02-01 00:00:00,covid response,danpn4ija,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,8,5
114483,102421,5052426512.0,406,,11,3,mcdonalds,1120 indian school rd nw,albuquerque,nm,87104,kenric inc,,1120,indian school,rd,nw,food service establishment,2021-01-29 00:00:00,covid response,dazqssptw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,8,5
125484,111814,5059340795.0,411,,6,2,377 brewery,2027 yale blvd se,albuquerque,nm,87106,brew and bite llc,,2027,yale,blvd,se,food processor ii,2021-02-10 00:00:00,covid response,dan4ke9ub,unsatisfactory,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,8,5
100534,90545,5052691812.0,406,,11,3,los cuates 5,10051 coors blvd nw,albuquerque,nm,87114,lgd llc,,10051,coors,blvd,nw,food service establishment,2021-02-10 00:00:00,covid response,dafjmmsff,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,8,5
23121,21322,5058903406.0,406,,11,3,thai cuisine restaurant,"6200 coors blvd nw e3, e4",albuquerque,nm,87120,thai cuisine teriyaki queen llc,restaurant,6200,coors,blvd,nw,food service establishment,2020-11-25 00:00:00,covid response,dazfdolue,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,9,5
73884,6194,5058813334.0,406,,11,3,kentucky fried chicken l039020,6200 san mateo blvd ne ,albuquerque,nm,87109,palo alto inc,restaurant,6200,san mateo,blvd,ne,food service establishment,2020-11-04 00:00:00,covid response,dad6rsjia,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,9,5
421,131,5052432722.0,405,,11,3,bueno foods,2001 4th st sw ,albuquerque,nm,87102,bueno foods,processor,2001,4th,st,sw,food processor,2021-02-25 00:00:00,covid response,dam2bu0ur,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,9,5
126869,112559,,606,,35,3,dollar tree,11110 lomas blvd ne,albuquerque,nm,87112,dollar tree stores,,11110,lomas,blvd,ne,retail - prepackage only,2021-01-25 00:00:00,covid response,dacxtbqxn,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,9,5
122344,109148,5052288114.0,607,,11,3,good 2 go,2012 7th st nw,albuquerque,nm,87107,good 2 go stores llc,,2012,7th,st,nw,retail - self service & prepackage foods,2020-12-11 00:00:00,covid response,dabopevrt,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,9,5
28470,26472,5052320507.0,406,,11,3,beas new mexican restaurant,8603 zuni rd se,albuquerque,nm,87108,francisca sanchez,restaurant,8603,zuni,rd,se,food service establishment,2020-12-04 00:00:00,covid response,dajfqyxpj,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,10,5
127021,112642,5058327237.0,405,,11,3,three sisters kitchen,109 gold av sw,albuquerque,nm,87102,three sisters kitchen,,109,gold,av,sw,food processor,2020-12-08 00:00:00,covid response,daiivxbw5,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,10,5
65727,60440,5057960311.0,601,,11,3,trader joes 166,8928 holly av ne ,albuquerque,nm,87112,trader joes 166,retail grocery store,8928,holly,av,ne,retail -grocery,2020-11-14 00:00:00,covid response,da0128732,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,10,5
126153,44953,5059675565.0,406,,35,3,blakes 06,1640 gibson blvd se,albuquerque,nm,87107,blakes lotaburger llc,,1640,gibson,blvd,se,food service establishment,2021-02-11 00:00:00,covid response,da0phsl60,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,10,5
58277,53847,5053458727.0,406,,11,3,bobs burgers,5230 4th st nw ,albuquerque,nm,87107,sonnys enterprises inc,restaurant,5230,4th,st,nw,food service establishment,2021-02-05 00:00:00,covid response,da4t81n7h,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,10,5
128209,113388,5054945673.0,406,,11,3,sidewinders bar & lounge,4200 central av se,albuquerque,nm,87108,mr entertainment,,4200,central,av,se,food service establishment,2020-11-06 00:00:00,covid response,dahhmm6iw,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,11,5
17811,16248,5052666318.0,406,,11,3,copper canyon cafe,5455 gibson blvd se ,albuquerque,nm,87108,pete rallis,restaurant,5455,gibson,blvd,se,food service establishment,2021-02-25 00:00:00,covid response,daiqsmhyt,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,11,5
128255,113430,5056397338.0,1002,,11,3,yard style cafe,6320 zuni rd se,albuquerque,nm,87108,yard style cafe llc,,6320,zuni,rd,se,mobile food unit,2020-12-08 00:00:00,covid response,dagc35evk,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,11,5
21367,19642,9153321301.0,607,,11,3,dk #709,2120 broadway blvd se ,albuquerque,nm,87102,scs beverage inc,retailer,2120,broadway,blvd,se,retail - self service & prepackage foods,2021-01-27 00:00:00,covid response,dawce0omo,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,11,5
107539,96493,5053450829.0,406,,11,3,cheddars casual cafe,4865 pan american fwy,albuquerque,nm,87109,cheddars casual cafe,,4865,pan american,fwy,,food service establishment,2021-01-15 00:00:00,covid response,da8ora46p,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,11,5
125994,112081,5055085569.0,402,,11,3,preschool impressions llc,4301 atrisco dr nw,albuquerque,nm,87120,preschool impressions llc,,4301,atrisco,dr,nw,childcare,2021-01-26 00:00:00,covid response,dau2undzd,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,12,5
128436,113603,5054926626.0,406,,11,3,chipotle mexican grill,4331 san mateo blvd ne,albuquerque,nm,87110,chipotle mexican grill of colorado,,4331,san mateo,blvd,ne,food service establishment,2021-01-29 00:00:00,covid response,dag99rsb9,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,12,5
69276,14096,5052560564.0,501,,11,3,oniells pub inc,4310 central av se,albuquerque,nm,87108,oniells pub inc,bar/restaurant,4310,central,av,se,bar,2021-03-24 00:00:00,covid response,daaxbrbuc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,12,5
128054,113260,5058331333.0,608,,11,3,carneceria cuauhtemoc,9601 sage rd sw ste a,albuquerque,nm,87121,german garcia grado,,9601,sage,rd,sw,retail - deli,2020-11-10 00:00:00,covid response,dacxlnmuk,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,12,5
75683,1272,,601,,11,3,albertsons 905,2910 juan tabo blvd ne ,albuquerque,nm,87112,albertsons,groc/bkry/rest,2910,juan tabo,blvd,ne,retail -grocery,2021-03-05 00:00:00,covid response,dabzqm5de,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,12,5
108684,97496,5052660550.0,405,,11,3,golden pride,1824 lomas blvd ne,albuquerque,nm,87106,endura associates inc,,1824,lomas,blvd,ne,food processor,2021-01-11 00:00:00,covid response,dauakapfb,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,13,5
121716,108568,8188713084.0,406,,35,3,the cheesecake factory,6600 menaul blvd ne ste 600,albuquerque,nm,87110,cheesecake factory restaurants inc,,6600,menaul,blvd,ne,food service establishment,2021-03-17 00:00:00,covid response,dasvh0hv2,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,13,5
51190,10281,5058650480.0,406,,11,3,mcdonalds 23529,1523 4th st sw ,albuquerque,nm,87105,lpg enterprises inc,restaurant,1523,4th,st,sw,food service establishment,2021-03-04 00:00:00,covid response,dadyd3llq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,13,5
116770,104343,5052420657.0,406,,11,3,dennys 8881,1620 towne center ln se,albuquerque,nm,87106,new mexicos best diner llc,,1620,towne center,ln,se,food service establishment,2021-03-04 00:00:00,covid response,dae60dker,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,13,5
128451,113618,5059108800.0,1002,,11,3,per ehsii shannon lb facility oob 1/25/2021 old moms grill,5016 lomas blvd ne,albuquerque,nm,87121,jesus d sanchez,,5016,lomas,blvd,ne,mobile food unit,2020-12-30 00:00:00,covid response,daxidmzkk,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,13,5
123315,98839,5058319300.0,406,,35,3,ladera grille,3401 ladera dr nw,albuquerque,nm,87120,espinoza p e golf llc,,3401,ladera,dr,nw,food service establishment,2021-02-01 00:00:00,covid response,daff76jsl,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,14,5
125678,111923,5052421718.0,409,,11,3,mission achievement and success,4801 ross pl se,albuquerque,nm,87106,canteen of central nm,,4801,ross,pl,se,non school,2021-02-03 00:00:00,covid response,daaoiasgk,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,14,5
46926,36280,5052686611.0,601,,11,3,wal mart super center 0831,301 san mateo blvd se ,albuquerque,nm,87108,wal mart stores east  lp,supermarket,301,san mateo,blvd,se,retail -grocery,2020-11-16 00:00:00,covid response,dakni0wri,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,14,5
89565,81238,5059341214.0,406,,11,3,la vida mocha,801 4th st nw,albuquerque,nm,87102,julieta chavez,mobile coffee unit,801,4th,st,nw,food service establishment,2021-01-20 00:00:00,covid response,dahutgh0k,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,14,5
128413,113580,5053235816.0,606,,11,3,lowe's home centers,3010 juan tabo blvd ne,albuquerque,nm,87111,"lowe's home centers, inc",,3010,juan tabo,blvd,ne,retail - prepackage only,2021-01-06 00:00:00,covid response,da1mxb7uq,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,14,5
127503,112937,5058219816.0,406,,11,3,wecks,7301 paseo del norte ne,albuquerque,nm,87113,walking by faith inc,,7301,paseo del norte,,ne,food service establishment,2021-01-20 00:00:00,covid response,dabletjth,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,15,5
45059,42537,5053413600.0,407,,35,3,drury inn & suites albuquerque,4310 the 25 way ne ,albuquerque,nm,87109,drury southwest inc,inn,4310,the 25 way,,ne,limited menu,2021-02-04 00:00:00,covid response,darecy3ax,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,15,5
128333,113503,5057051601.0,406,,11,3,tiny grocer abq,422 san felipe st nw ste a,albuquerque,nm,87104,old town herbal llc,,422,san felipe,st,nw,food service establishment,2020-11-10 00:00:00,covid response,daarpqbqc,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,15,5
127044,112660,5052421855.0,406,,35,3,good 2 go stores,1401 broadway blvd se,albuquerque,nm,87102,good 2 go stores llc,,1401,broadway,blvd,se,food service establishment,2021-03-15 00:00:00,covid response,dadmekbto,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,15,5
16971,15442,5052555454.0,406,,11,3,saggios,107 cornell dr se ,albuquerque,nm,87106,saggio's,restaurant,107,cornell,dr,se,food service establishment,2021-03-22 00:00:00,covid response,dazpy0mid,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,15,5
128407,113574,5053053499.0,606,,11,3,dollar tree,5001 montgomery blvd ne a-19,albuquerque,nm,87109,dollar tree stores inc.,,5001,montgomery,blvd,ne,retail - prepackage only,2021-01-13 00:00:00,covid response,da7hzin2f,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,16,5
117494,104999,5058844171.0,406,,35,2,chick fil a,5009 montgomery blvd ne,albuquerque,nm,87109,spadoni nm,,5009,montgomery,blvd,ne,food service establishment,2020-11-03 00:00:00,covid response,daputwmcn,csp corrected on site,not in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,16,5
127279,112799,5052219910.0,406,,11,3,soo bak foods,111 hermosa dr se,albuquerque,nm,87108,soo bak foods llc,,111,hermosa,dr,se,food service establishment,2021-03-10 00:00:00,covid response,dajwdm18q,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,16,5
126725,112477,5054597059.0,406,,35,3,urban 360 eatery,2119 menaul blvd ne,albuquerque,nm,87107,urban 360 eatery llc,,2119,menaul,blvd,ne,food service establishment,2020-11-09 00:00:00,covid response,da0128728,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,16,5
127445,112900,5052344251.0,1002,,11,3,wow wow hawaiian lemonade,8011 central av ne,albuquerque,nm,87108,michelle gutierrez,,8011,central,av,ne,mobile food unit,2021-02-26 00:00:00,covid response,datkuzm4y,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,16,5
50611,47417,5058581257.0,606,,35,3,health haven,1619 san mateo ne ,albuquerque,nm,87110,health haven,retail health food store,1619,san mateo,,ne,retail - prepackage only,2021-03-15 00:00:00,covid response,daaoamb8y,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,17,5
69766,14857,5059384717.0,406,,35,3,flying star 6,10700 a corrales rd nw ,albuquerque,nm,87114,flying star cafe inc,restaurant,10700,corrales,rd,nw,food service establishment,2021-02-19 00:00:00,covid response,dabw3zdds,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,17,5
124034,110650,5054507897.0,406,,11,3,burgers n more,5500 central av sw,albuquerque,nm,87105,julian torrez,,5500,central,av,sw,food service establishment,2021-02-02 00:00:00,covid response,dayddcrxa,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,17,5
128103,113304,5053045995.0,406,,11,3,rio grande beef jerky co,4501 4th st nw ste e,albuquerque,nm,87107,bridgette lueras,,4501,4th,st,nw,food service establishment,2021-02-17 00:00:00,covid response,da2kyv8ox,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,17,5
15786,14323,5058228855.0,501,,35,3,stoneface tavern,8201 san pedro dr ne,albuquerque,nm,87113,mcccviii llc,bar & restaurant,8201,san pedro,dr,ne,bar,2020-11-02 00:00:00,covid response,da6chdm0l,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,17,5
128471,113638,5108750554.0,1002,,11,3,blacxican cocina llc,1601 4th st nw,albuquerque,nm,87102,blacxican cocina llc,,1601,4th,st,nw,mobile food unit,2021-03-18 00:00:00,covid response,dagiorfha,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,18,5
47781,44953,5058211958.0,603,,11,3,blakes lotaburger,3205 richmond dr ne ,albuquerque,nm,87107,blakes lotaburger llc,restaurant,3205,richmond,dr,ne,warehouse,2021-03-01 00:00:00,covid response,da2xwuohz,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,18,5
47763,44953,5052653030.0,406,,35,3,blakes lotaburger 29,7520 lomas blvd ne ,albuquerque,nm,87110,blakes lotaburger llc,restaurant,7520,lomas,blvd,ne,food service establishment,2021-01-04 00:00:00,covid response,daakhqzml,csp corrected on site,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,True,18,5
127626,113005,5053020102.0,406,,11,3,two boys donuts,6400 holly av ne ste h,albuquerque,nm,87113,wymason enterprises llc,,6400,holly,av,ne,food service establishment,2020-11-24 00:00:00,covid response,dadivwkb0,approved,in compliance,04c210,facility is following current covid safe practices for employee mask use?,,False,18,5
